薬品ｺｰﾄﾞ,ﾖﾐｶﾞﾅ,種,薬品名,規格,メーカー,棚番,薬価,購入価,在庫数,調整量,単位,①薬価金額,②購入金額,①－②,販売会社,厚生省ｺｰﾄﾞ,JAN
52149026F40202,ｶﾙﾃﾞﾅﾘﾝ40,内,カルデナリン錠４ｍｇ(PTP1錠),"",ヴィアトリス製薬,茶,50.4,42.46,213,0,錠,10735.2,9043.98,1691.22,ヴィアトリス製薬,2149026F4025,4987901002806;
52491001F50501,ｶﾙﾅｸﾘﾝｼ02,内,カルナクリン錠２５　２５単位(PTP1錠),"",三和化学研究所,下,8.7,8.7,0,0,錠,0,0,0,三和化学研究所,2491001F5056,4987086150668;4987086150675;
52491001F60601,ｶﾙﾅｸﾘﾝｼ05,内,カルナクリン錠５０　５０単位(PTP1錠),"",三和化学研究所,茶,15,12.9,145,0,錠,2175,1870.5,304.5,三和化学研究所,2491001F6060,4987086151238;4987086151245;4987086151269;4987086151276;4987086151283;
53321002F24501,ｶﾙﾊﾞｿﾞｸｼ0,内,カルバゾクロムスルホン酸Ｎａ錠３０ｍｇ「あすか」(PTP1錠),"",あすか製薬,茶,5.9,4.7647,17,0,錠,100.3,80.9999,19.3001,武田薬品,3321002F2455,4987123000758;4987123000765;4987123161985;
52149043F10201,ｶﾙﾌﾞﾛｯｸ00,内,カルブロック錠８ｍｇ(PTP1錠),"",第一三共,茶,21.4,16.29,222.5,0,錠,4761.5,3624.525,1136.975,第一三共,2149043F1020,4987081120000;4987081120024;
52149043F20201,ｶﾙﾌﾞﾛｯｸ01,内,カルブロック錠１６ｍｇ(PTP1錠),"",第一三共,茶,39,31.8973,146,0,錠,5694,4657.0058,1036.9942,第一三共,2149043F2026,4987081120048;4987081120062;4987081120093;4987081120109;
52149032F30301,ｶﾙﾍﾞｼﾞﾛ01,内,カルベジロール錠１．２５ｍｇ「サワイ」(PTP1錠),"",沢井製薬,下,10.1,7.56,98,0,錠,989.8,740.88,248.92,沢井製薬,2149032F3032,4987080679011;
52149032F40301,ｶﾙﾍﾞｼﾞﾛ02,内,カルベジロール錠２．５ｍｇ「サワイ」(PTP1錠),"",沢井製薬,茶,10.1,7.56,425.5,0,錠,4297.55,3216.78,1080.77,沢井製薬,2149032F4039,4987080680017;4987080680079;
52149032F10901,ｶﾙﾍﾞｼﾞﾛ10,内,カルベジロール錠１０ｍｇ「サワイ」(PTP1錠),"",沢井製薬,茶,12.2,9.6,247,0,錠,3013.4,2371.2,642.2,沢井製薬,2149032F1099,4987080781011;4987080781028;4987080781080;
52149032F20901,ｶﾙﾍﾞｼﾞﾛ20,内,カルベジロール錠２０ｍｇ「サワイ」(PTP1錠),"",沢井製薬,下,24.5,23.8974,78,0,錠,1911,1863.9972,47.0028,沢井製薬,2149032F2095,4987080782018;4987080782025;
52233002F12901,ｶﾙﾎﾞｼｽﾃｲｼ,内,カルボシステイン錠２５０ｍｇ「トーワ」(PTP1錠),"",東和薬品,茶､PTP/ﾊﾞﾗ,5.7,5,536,0,錠,3055.2,2680,375.2,東和薬品,2233002F1298,4987155244151;4987155244175;
52233002F21101,ｶﾙﾎﾞｼｽﾃｲｼ,内,カルボシステイン錠５００ｍｇ「トーワ」(PTP1錠),"",東和薬品,茶,7.9,7.03,644,0,錠,5087.6,4527.32,560.28,東和薬品,2233002F2111,4987155029086;4987155029109;
52233002Q11047,ｶﾙﾎﾞｼｽﾃｼ0,内,カルボシステインシロップ５％「タカタ」(ﾊﾞﾗ1mL),"",高田製薬,"",2.6,2.5714,0,0,mL,0,0,0,高田製薬,2233002Q1108,4987120223709;
52233002R20347,ｶﾙﾎﾞｼｽﾃﾄﾞ,内,カルボシステインＤＳ５０％「タカタ」(ﾊﾞﾗ1ｇ),"",高田製薬,散剤,8.9,8.9,228.66,0,ｇ,2035.074,2035.074,0,高田製薬,2233002R2037,4987120223808;4987120223815;
51141007C10747,ｶﾛﾅｰﾙｻｲ02,内,カロナール細粒２０％(ﾊﾞﾗ1ｇ),"",あゆみ製薬,散剤劇,7.1,6.6,0.4,0,ｇ,2.84,2.64,0.2,あゆみ製薬,1141007C1075,4987896030525;4987896030587;
51141007F10601,ｶﾛﾅｰﾙｼﾞ02,内,カロナール錠２００　２００ｍｇ(PTP1錠),"",あゆみ製薬,茶,5.9,4.768,2083,0,錠,12289.7,9931.744,2357.956,あゆみ製薬,1141007F1063,4987896010817;4987896010824;
51141007F30201,ｶﾛﾅｰﾙｼ05,内,カロナール錠５００　５００ｍｇ(PTP1錠),"",あゆみ製薬,茶劇,7.6,6.16,211,0,錠,1603.6,1299.76,303.84,あゆみ製薬,1141007F3023,4987896010978;4987896010985;4987896011210;4987896011227;
51141007F20201,ｶﾛﾅｰﾙｼﾞ30,内,カロナール錠３００　３００ｍｇ(PTP1錠),"",あゆみ製薬,茶,6.8,5.54,675,0,錠,4590,3739.5,850.5,あゆみ製薬,1141007F2027,4987896010879;4987896010893;
52149040F11301,ｶﾝﾃﾞｻﾙﾀ02,内,カンデサルタン錠２ｍｇ「ＴＣＫ」(PTP1錠),"",辰巳化学,茶,10.1,6.4634,0,0,錠,0,0,0,辰巳化学,2149040F1131,4987124045918;
52149040F12301,ｶﾝﾃﾞｻﾙﾀ02,内,カンデサルタン錠２ｍｇ「サワイ」(PTP1錠),"",沢井製薬,茶,10.1,7.85,210,0,錠,2121,1648.5,472.5,沢井製薬,2149040F1239,4987080004912;4987080004929;
52149040F22301,ｶﾝﾃﾞｻﾙﾀ04,内,カンデサルタン錠４ｍｇ「サワイ」(PTP1錠),"",沢井製薬,茶,10.1,8.1,455,0,錠,4595.5,3685.5,910,沢井製薬,2149040F2235,4987080005117;4987080005124;4987080005131;4987080005179;4987080005186;
52149040F31301,ｶﾝﾃﾞｻﾙﾀ08,内,カンデサルタン錠８ｍｇ「ＴＣＫ」(PTP1錠),"",辰巳化学,下,14.7,13.2,153,0,錠,2249.1,2019.6,229.5,辰巳化学,2149040F3134,4987124046113;4987124046120;4987124046144;
61319739Q10302,ｷｻﾗﾀﾝﾃ05,外,キサラタン点眼液０．００５％(本2.5mL),"",ヴィアトリス製薬,冷蔵庫,450,356.68,22.5,0,mL,10125,8025.3,2099.7,ヴィアトリス製薬,1319739Q1037,4987901003506;
54490026F20401,ｷﾌﾟﾚｽｼﾞ01,内,キプレス錠１０ｍｇ(PTP1錠),"",杏林製薬,茶,112.3,85.85,93,0,錠,10443.9,7984.05,2459.85,杏林製薬,4490026F2040,4987060007148;4987060007261;
51249006F10201,ｷﾞｬﾊﾞﾛﾝ00,内,ギャバロン錠５ｍｇ(PTP1錠),"",アルフレッサファーマ,下劇,13,13.3889,72,0,錠,936,964.0008,-28.0008,アルフレッサファーマ,1249006F1020,4987274132681;
53399103F10201,ｷｬﾌﾞﾋﾟﾘﾊ,内,キャブピリン配合錠(PTP1錠),"",武田薬品,茶,106.7,95.06,163,0,錠,17392.1,15494.78,1897.32,武田薬品,3399103F1020,4987123159036;
53929003C10701,ｷｭｳｹｲｷｭｻ,内,球形吸着炭細粒分包２ｇ「日医工」(分包2ｇ),"",日医工,ク漢方棚,46.8,42.506,12,0,ｇ,561.6,510.072,51.528,日医工,3929003C1075,4987376540315;
51149108D10347,ｷｮｰﾘﾝｴｰﾋﾟ,内,キョーリンＡＰ２配合顆粒(ﾊﾞﾗ1ｇ),"",杏林製薬,"",11,0,0,0,ｇ,0,0,0,杏林製薬,1149108D1039,4987060007360;4987060007377;
51124030F20701,ｸｱｾﾞﾊﾟﾑ20,内,クアゼパム錠２０ｍｇ「サワイ」(PTP1錠),"",沢井製薬,向下,33.4,26.9,0,0,錠,0,0,0,沢井製薬,1124030F2076,4987080223115;
52359008F10201,ｸﾞｰﾌｨｽｼﾞ0,内,グーフィス錠５ｍｇ(PTP1錠),"",ＥＡファーマ,茶,94.2,78.35,158,0,錠,14883.6,12379.3,2504.3,ＥＡファーマ,2359008F1025,4987699050027;4987699050034;
51179042F11901,ｸｴﾁｱﾋﾟﾝｼﾞ,内,クエチアピン錠２５ｍｇ「明治」(PTP1錠),"",ＭｅｉｊｉＳｅｉｋａ,茶劇,10.1,8.99,273,0,錠,2757.3,2454.27,303.03,ＭｅｉｊｉＳｅｉｋａ,1179042F1194,4987222620161;4987222620246;
51179042F50401,ｸｴﾁｱﾋﾟﾝｼﾞ,内,クエチアピン錠５０ｍｇ「アメル」(PTP1錠),"",共和薬品,下劇,15.5,12,79,0,錠,1224.5,948,276.5,共和薬品,1179042F5041,4987058194034;
51179042F21901,ｸｴﾁｱﾋﾟﾝｼﾞ,内,クエチアピン錠１００ｍｇ「明治」(PTP1錠),"",ＭｅｉｊｉＳｅｉｋａ,下劇,28.9,23.82,40,0,錠,1156,952.8,203.2,ＭｅｉｊｉＳｅｉｋａ,1179042F2190,4987222620932;4987222621076;
51179042F31001,ｸｴﾁｱﾋﾟﾝｼﾞ,内,クエチアピン錠２００ｍｇ「アメル」(PTP1錠),"",共和薬品,下劇,37.5,33.6977,87,0,錠,3262.5,2931.6999,330.8001,共和薬品,1179042F3103,4987058196038;4987058196052;
53949101F11201,ｸｴﾝﾒｯﾄﾊｼﾞ,内,クエンメット配合錠(PTP1錠),"",日本薬品工業,茶,5.9,5.02,154,0,錠,908.6,773.08,135.52,日本薬品工業,3949101F1120,4987440442019;4987440442057;
53969010F10201,ｸﾞﾗｸﾃｨﾌ02,内,グラクティブ錠２５ｍｇ(PTP1錠),"",小野薬品,茶,65,56.13,44,0,錠,2860,2469.72,390.28,小野薬品,3969010F1026,4987039449207;4987039449382;4987039449467;
53969010F20201,ｸﾞﾗｸﾃｨﾌ05,内,グラクティブ錠５０ｍｇ(PTP1錠),"",小野薬品,茶､PTP/バラ,120,103.63,208,0,錠,24960,21555.04,3404.96,小野薬品,3969010F2022,4987039469731;4987039469816;4987039469908;4987039470072;
53160002M20201,ｸﾞﾗｹｰｶﾌ,内,グラケーカプセル１５ｍｇ(PTP1Ｃ),"",エーザイ,茶,21.6,21.6,349,0,Ｃ,7538.4,7538.4,0,エーザイ,3160002M2028,4987028269601;4987028269618;4987028269632;4987028269649;
55200011C10703,ｸﾗｼｴｵｳ,内,クラシエ黄連解毒湯エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,"",13.5,12.0357,42,0,ｇ,567,505.4994,61.5006,クラシエ薬品,5200011C1072,4987045630194;4987045630217;
55200011C10704,ｸﾗｼｴｵｳ,内,クラシエ黄連解毒湯エキス細粒(ｽﾃｨｯｸ包3ｇ),"",クラシエ製薬,"",13.5,0,0,0,ｇ,0,0,0,クラシエ薬品,5200011C1072,4987045650208;4987045650215;
55200011C10748,ｸﾗｼｴｵｳ,内,クラシエ黄連解毒湯エキス細粒(ﾊﾞﾗ1ｇ),"",クラシエ製薬,"",13.5,0,0,0,ｇ,0,0,0,クラシエ薬品,5200011C1072,4987045680182;
55200012C10603,ｸﾗｼｴｵﾂ,内,クラシエ乙字湯エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ３,17.4,15.881,42,0,ｇ,730.8,667.002,63.798,クラシエ薬品,5200012C1069,4987045630279;4987045630293;
55200013C10803,ｸﾗｼｴｶﾂｴ,内,クラシエ葛根湯エキス細粒(ｽﾃｨｯｸ包2.5ｇ),"",クラシエ製薬,クラシエ１,6.8,6.0993,460,0,ｇ,3128,2805.678,322.322,クラシエ薬品,5200013C1080,4987045630750;4987045630774;
55200017C10603,ｸﾗｼｴｶﾐ,内,クラシエ加味逍遙散料エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ２４,18.6,16.5714,698,0,ｇ,12982.8,11566.8372,1415.9628,クラシエ薬品,5200017C1061,4987045630996;4987045631016;
55200036C10303,ｸﾗｼｴｹｲｼ,内,クラシエ桂枝加苓朮附湯エキス細粒(ｽﾃｨｯｸ包3.75ｇ),"",クラシエ製薬,不動漢方１８,6.5,5.4,315,0,ｇ,2047.5,1701,346.5,クラシエ薬品,5200036C1030,4987045651243;4987045651250;
55200038F10501,ｸﾗｼｴｹｲｼﾌﾞ,内,クラシエ桂枝茯苓丸料エキス錠(分包1錠),"",大峰堂,不動漢方､２５,4.4,3.9,36,0,錠,158.4,140.4,18,クラシエ薬品,5200038F1051,4987045670237;4987045670251;
55200038C10804,ｸﾗｼｴｹｲｼﾌﾞ,内,クラシエ桂枝茯苓丸料エキス細粒(ｽﾃｨｯｸ包3ｇ),"",クラシエ製薬,ふれあい､25,9.8,8.0952,84,0,ｇ,823.2,679.9968,143.2032,クラシエ薬品,5200038C1080,4987045651403;4987045651410;
55200048F10602,ｸﾗｼｴｺﾞﾚ,内,クラシエ五苓散料エキス錠(分包1錠),"",大峰堂,不動漢方､17,5.7,5.1944,36,0,錠,205.2,186.9984,18.2016,クラシエ薬品,5200048F1063,4987045670275;4987045670299;
55200048C10703,ｸﾗｼｴｺﾞﾚ,内,クラシエ五苓散料エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ､17,13.2,11.0119,112,0,ｇ,1478.4,1233.3328,245.0672,クラシエ薬品,5200048C1075,4987045631634;4987045631658;
55200055C10303,ｸﾗｼｴｻｲﾎ,内,クラシエ柴苓湯エキス細粒(ｽﾃｨｯｸ包2.7ｇ),"",大峰堂,クラシエ､117,47.7,39.8942,256.5,0,ｇ,12235.05,10232.8623,2002.1877,クラシエ薬品,5200055C1032,4987045642074;4987045642098;
55200067C10603,ｸﾗｼｴｼｬ,内,クラシエ芍薬甘草湯エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ､68,7.9,7,286,0,ｇ,2259.4,2002,257.4,クラシエ薬品,5200067C1060,4987045632990;4987045633010;
55200069C10703,ｸﾗｼｴｼﾞｭ,内,クラシエ十全大補湯エキス細粒(ｽﾃｨｯｸ包2.5ｇ),"",大峰堂,クラシエ､48,14.7,14.6952,262.5,0,ｇ,3858.75,3857.49,1.26,クラシエ薬品,5200069C1077,4987045643019;4987045643033;
55200075C10504,ｸﾗｼｴｼｮｳｾ,内,クラシエ小青竜湯エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ､19,18.2,16.5,184,0,ｇ,3348.8,3036,312.8,クラシエ薬品,5200075C1056,4987045632839;4987045632853;
55200080C10403,ｸﾗｼｴｼﾝ,内,クラシエ辛夷清肺湯エキス細粒(ｽﾃｨｯｸ包3.75ｇ),"",大峰堂,不動漢方､110,12.4,11.2848,0,0,ｇ,0,0,0,クラシエ薬品,5200080C1049,4987045676130;4987045676147;
55200093C10704,ｸﾗｼｴﾀﾞｲ,内,クラシエ大柴胡湯エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ､8,22.8,18.8947,30,0,ｇ,684,566.841,117.159,クラシエ薬品,5200093C1070,4987045633959;4987045633973;
55200103C10903,ｸﾗｼｴﾁｮ,内,クラシエ猪苓湯エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ､40,14.5,12.3929,0,0,ｇ,0,0,0,クラシエ薬品,5200103C1092,4987045634031;4987045634055;
55200110C10403,ｸﾗｼｴﾄｳ,内,クラシエ当帰四逆加呉茱萸生姜湯エキス細粒(ｽﾃｨｯｸ包3.75ｇ),"",大峰堂,クラシエ､38,9.4,9.3949,97.5,0,ｇ,916.5,916.0028,0.4972,クラシエ薬品,5200110C1041,4987045677052;4987045677069;
55200117C10403,ｸﾗｼｴﾆﾝ,内,クラシエ人参養栄湯エキス細粒(ｽﾃｨｯｸ包2.5ｇ),"",クラシエ製薬,クラシエ､108,22.7,20.9905,52.5,0,ｇ,1191.75,1102.0012,89.7488,クラシエ薬品,5200117C1043,4987045634277;4987045634291;
55200121F10401,ｸﾗｼｴﾊﾁ,内,クラシエ八味地黄丸料エキス錠(分包1錠),"",大峰堂,不動漢方､7,4.9,4.0952,1008,0,錠,4939.2,4127.9616,811.2384,クラシエ薬品,5200121F1046,4987045670794;4987045670817;
55200121C10403,ｸﾗｼｴﾊﾁ,内,クラシエ八味地黄丸料エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ､7,10.3,9.1786,170,0,ｇ,1751,1560.362,190.638,クラシエ薬品,5200121C1040,4987045634758;4987045634772;
55200122C10704,ｸﾗｼｴﾊﾝ,内,クラシエ半夏厚朴湯エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ､16,11,9.1667,346,0,ｇ,3806,3171.6782,634.3218,クラシエ薬品,5200122C1079,4987045634833;4987045634857;
55200130C10603,ｸﾗｼｴﾎﾞｳ,内,クラシエ防風通聖散料エキス細粒(ｽﾃｨｯｸ包3.75ｇ),"",クラシエ製薬,不動漢方､62,6.7,6.1,60,0,ｇ,402,366,36,クラシエ薬品,5200130C1065,4987045655005;4987045655012;
55200130C10604,ｸﾗｼｴﾎﾞｳ,内,クラシエ防風通聖散料エキス細粒(ｽﾃｨｯｸ包2.5ｇ),"",クラシエ製薬,クラシエ､68,6.7,5.9714,432.5,0,ｇ,2897.75,2582.6305,315.1195,クラシエ薬品,5200130C1065,4987045634994;4987045635014;
55200131C10703,ｸﾗｼｴﾎﾁｭ,内,クラシエ補中益気湯エキス細粒(ｽﾃｨｯｸ包2.5ｇ),"",クラシエ製薬,クラシエ､41,20.8,17.4,250,0,ｇ,5200,4350,850,クラシエ薬品,5200131C1078,4987045635076;4987045635090;
55200138C10503,ｸﾗｼｴﾖｸｲ,内,クラシエよく苡仁湯エキス細粒(ｽﾃｨｯｸ包3ｇ),"",クラシエ製薬,不動漢方､52,8.7,7.7982,60,0,ｇ,522,467.892,54.108,クラシエ薬品,5200138C1053,4987045655562;4987045655579;
55200141C10604,ｸﾗｼｴﾘﾂ,内,クラシエ六君子湯エキス細粒(ｽﾃｨｯｸ包2ｇ),"",クラシエ製薬,クラシエ､43,19,15.8724,1128,0,ｇ,21432,17904.0672,3527.9328,クラシエ薬品,5200141C1063,4987045635632;4987045635656;
53999014N20201,ｸﾞﾗｾﾌﾟﾀ10,内,グラセプターカプセル１ｍｇ(PTP1Ｃ),"",アステラス製薬,茶劇,757.5,677.4872,39,0,Ｃ,29542.5,26422.0008,3120.4992,アステラス製薬,3999014N2024,4987233102618;
61319763Q10201,ｸﾞﾗﾅﾃｯｸﾃ,外,グラナテック点眼液０．４％(本5mL),"",興和,茶点眼,449.5,368.44,5,0,mL,2247.5,1842.2,405.3,興和,1319763Q1022,4987770514301;4987770514400;4987770517708;
56241013C20201,ｸﾗﾋﾞｯﾄｻ10,内,クラビット細粒１０％　１００ｍｇ（レボフロキサシンとして）(分包2.5ｇ),"",第一三共,散剤引出し､袋,70.1,78,72.5,0,ｇ,5082.25,5655,-572.75,第一三共,6241013C2024,4987081127511;
56241013F30201,ｸﾗﾋﾞｯﾄｼ50,内,クラビット錠５００ｍｇ　（レボフロキサシンとして）(PTP1錠),"",第一三共,茶,199.8,152,12,0,錠,2397.6,1824,573.6,第一三共,6241013F3027,4987081127757;4987081127771;4987081127801;
61319742Q10301,ｸﾗﾋﾞｯﾄﾃ05,外,クラビット点眼液０．５％(本5mL),"",参天製薬,"",80.3,0,0,0,mL,0,0,0,参天製薬,1319742Q1039,4987084114419;4987084114426;4987084114433;
61319742Q20201,ｸﾗﾋﾞｯﾄﾃ15,外,クラビット点眼液１．５％(本5mL),"",参天製薬,下点眼,66.7,66.6,15,0,mL,1000.5,999,1.5,参天製薬,1319742Q2027,4987084114525;4987084114532;
51190004F10201,ｸﾞﾗﾏﾘｰﾙ02,内,グラマリール錠２５ｍｇ(PTP1錠),"",日医工,下,15.8,13.5,80,0,錠,1264,1080,184,日医工,1190004F1021,4987376245609;
56149003F10302,ｸﾗﾘｽｼﾞｮ05,内,クラリス錠５０小児用　５０ｍｇ(PTP1錠),"",大正製薬,下,29.4,24.16,130,0,錠,3822,3140.8,681.2,大正製薬,6149003F1031,4987306017443;4987306017450;
56149003F20302,ｸﾗﾘｽｼﾞｮ20,内,クラリス錠２００　２００ｍｇ(PTP1錠),"",大正製薬,茶,43.5,44.3964,87,0,錠,3784.5,3862.4868,-77.9868,大正製薬,6149003F2038,4987306017221;4987306017238;
56149003F20702,ｸﾗﾘｽﾛﾏｲ20,内,クラリスロマイシン錠２００ｍｇ「ＮＰＩ」(PTP1錠),"",日本薬品工業,茶,20.7,17.96,88,0,錠,1821.6,1580.48,241.12,日本薬品工業,6149003F2070,4987440667016;4987440667054;
56149003R10648,ｸﾗﾘｽﾛﾏｲｼ1,内,クラリスロマイシンＤＳ小児用１０％「タカタ」　１００ｍｇ(ﾊﾞﾗ1ｇ),"",高田製薬,散剤棚,33.5,30.7,20,0,ｇ,670,614,56,高田製薬,6149003R1062,4987120614200;
54490027F20202,ｸﾗﾘﾁﾝﾚﾃ,内,クラリチンレディタブ錠１０ｍｇ(ﾌﾞﾘｽﾀｰ1錠),"",バイエル薬品,茶,50.2,39.2984,47,0,錠,2359.4,1847.0248,512.3752,バイエル薬品,4490027F2029,4987341110604;4987341110611;
51124026F10201,ｸﾞﾗﾝﾀﾞｷ05,内,グランダキシン錠５０　５０ｍｇ(PTP1錠),"",持田製薬,茶,11.2,8.58,508,0,錠,5689.6,4358.64,1330.96,持田製薬,1124026F1022,4987224045009;4987224045108;4987224045306;4987224045405;
52233004F10201,ｸﾘｱﾅｰﾙｼ20,内,クリアナール錠２００ｍｇ(PTP1錠),"",田辺三菱製薬,下,10.1,8.06,264,0,錠,2666.4,2127.84,538.56,田辺三菱製薬,2233004F1025,4987128005031;4987128005154;
53961007F20901,ｸﾞﾘｸﾗｼﾞ02,内,グリクラジド錠２０ｍｇ「サワイ」(PTP1錠),"",メディサ新薬,茶劇,5.9,5.9,230,0,錠,1357,1357,0,沢井製薬,3961007F2090,4987080031116;
62357701K31401,ｸﾞﾘｾﾘﾝｶ71,外,グリセリン浣腸液５０％「ケンエー」　３０ｍＬ(個1個),"",健栄製薬,階段下,100.1,88.5833,4,0,個,400.4,354.3332,46.0668,健栄製薬,2357701K3140,4987286216935;4987286216959;
62357701K41101,ｸﾞﾘｾﾘﾝｶ72,外,グリセリン浣腸液５０％「ケンエー」　４０ｍＬ(個1個),"",健栄製薬,階段下,107.7,75.6667,3,0,個,323.1,227.0001,96.0999,健栄製薬,2357701K4112,4987286216966;
62357701K50401,ｸﾞﾘｾﾘﾝｶ73,外,グリセリン浣腸液５０％「ケンエー」　５０ｍＬ(個1個),"",健栄製薬,階段下,107.7,107.5,2,0,個,215.4,215,0.4,健栄製薬,2357701K5046,4987286216942;
62357701K62301,ｸﾞﾘｾﾘﾝｶ74,外,グリセリン浣腸液５０％「ケンエー」　６０ｍＬ(個1個),"",健栄製薬,階段下,107.7,97.4,14,0,個,1507.8,1363.6,144.2,健栄製薬,2357701K6239,4987286216973;
62357701K81901,ｸﾞﾘｾﾘﾝｶ76,外,グリセリン浣腸液５０％「ケンエー」　１２０ｍＬ(個1個),"",健栄製薬,階段下,140.6,127.2,16,0,個,2249.6,2035.2,214.4,健栄製薬,2357701K8193,4987286216997;
53961007F20201,ｸﾞﾘﾐｸﾛﾝ02,内,グリミクロンＨＡ錠２０ｍｇ(PTP1錠),"",住友ファーマ,茶劇､PTP/バラ,10.3,8.78,280.5,0,錠,2889.15,2462.79,426.36,住友ファーマ,3961007F2022,4987116545525;
62649801M10201,ｸﾞﾘﾒｻｿﾞ,外,グリメサゾン軟膏(ﾁｭｰﾌﾞ5ｇ),"",藤永製薬,外用下,31.8,24.2,20,0,ｇ,636,484,152,第一三共,2649801M1028,4987081140213;
53961008F30801,ｸﾞﾘﾒﾋﾟﾘ00,内,グリメピリド錠０．５ｍｇ「ＡＡ」(PTP1錠),"",あすか製薬,茶劇,9.8,7.57,404,0,錠,3959.2,3058.28,900.92,武田薬品,3961008F3082,4987123155304;
53961008F10301,ｸﾞﾘﾒﾋﾟﾘ01,内,グリメピリド錠１ｍｇ「ＡＡ」(PTP1錠),"",あすか製薬,茶劇,10.1,7.81,413,0,錠,4171.3,3225.53,945.77,武田薬品,3961008F1039,4987123152372;4987123152402;
53229007C10348,ｸﾞﾙｺﾝｻﾝ,内,グルコンサンＫ細粒４ｍＥｑ／ｇ　カリウム(ﾊﾞﾗ1ｇ),"",サンファーマ,"",7.7,8.2973,346.5,0,ｇ,2668.05,2875.0144,-206.9644,サンファーマ,3229007C1032,4987047116283;
53969008F20201,ｸﾞﾙﾌｧｽﾄ10,内,グルファスト錠１０ｍｇ(PTP1錠),"",キッセイ薬品,下,30.5,26,30,0,錠,915,780,135,キッセイ薬品,3969008F2025,4987051182328;4987051182335;4987051182342;
53969102F20201,ｸﾞﾙﾍﾞｽﾊｵ,内,グルベス配合ＯＤ錠(PTP1錠),"",キッセイ薬品,茶,34.5,26.74,1173,0,錠,40468.5,31366.02,9102.48,キッセイ薬品,3969102F2026,4987051187125;4987051187132;4987051187149;
56241018F10201,ｸﾞﾚｰｽﾋﾞｼﾞ,内,グレースビット錠５０ｍｇ(PTP1錠),"",第一三共,下,130.1,99.4966,149,0,錠,19384.9,14824.9934,4559.9066,第一三共,6241018F1027,4987081127016;
52189017F30201,ｸﾚｽﾄｰﾙｵ02,内,クレストールＯＤ錠２．５ｍｇ(PTP1錠),"",アストラゼネカ,茶､PTP/バラ,32.3,24.64,161,0,錠,5200.3,3967.04,1233.26,塩野義製薬,2189017F3025,4987087041682;4987087041699;4987087041705;
52189017F40201,ｸﾚｽﾄｰﾙｵ05,内,クレストールＯＤ錠５ｍｇ(PTP1錠),"",アストラゼネカ,茶,57.7,44.03,94,0,錠,5423.8,4138.82,1284.98,塩野義製薬,2189017F4021,4987087041736;4987087041750;
52189017F10201,ｸﾚｽﾄｰﾙｼ02,内,クレストール錠２．５ｍｇ(PTP1錠),"",アストラゼネカ,下,32.3,24.84,48,0,錠,1550.4,1192.32,358.08,塩野義製薬,2189017F1022,4987087031126;4987087031133;4987087031140;4987087031157;
66290702Q10201,ｸﾚﾅﾌｨﾝﾂﾒ,外,クレナフィン爪外用液１０％(本3.56ｇ),"",科研製薬,外用下,1523.3,1333.9326,39.2,0,ｇ,59713.36,52290.1579,7423.2021,科研製薬,6290702Q1029,4987042136026;4987042136040;
54419008F15001,ｸﾚﾏｽﾁﾝｼﾞ0,内,クレマスチン錠１ｍｇ「タカタ」(PTP1錠),"",高田製薬,下,5.1,4.4545,11,0,錠,56.1,48.9995,7.1005,高田製薬,4419008F1504,4987120103308;4987120103315;
53929003M10502,ｸﾚﾒｼﾞﾝｶ20,内,クレメジンカプセル２００ｍｇ(PTP1Ｃ),"",クレハ,ク漢方棚,13.5,17.5986,405,0,Ｃ,5467.5,7127.433,-1659.933,田辺三菱製薬,3929003M1054,4987128316236;
53399008F11301,ｸﾛﾋﾟﾄﾞｸﾞ0,内,クロピドグレル錠２５ｍｇ「ＴＣＫ」(PTP1錠),"",辰巳化学,下,19.6,14.6364,0,0,錠,0,0,0,辰巳化学,3399008F1130,4987124150018;4987124150049;
53399008F20701,ｸﾛﾋﾟﾄﾞｸﾞ0,内,クロピドグレル錠７５ｍｇ「ＪＧ」(PTP1錠),"",日本ジェネリック,茶,45.7,28.2,349,0,錠,15949.3,9841.8,6107.5,日本ジェネリック,3399008F2072,4987792313111;
53399008F21101,ｸﾛﾋﾟﾄﾞｸﾞ0,内,クロピドグレル錠７５ｍｇ「ＳＡＮＩＫ」(PTP1錠),"",日医工,新規薬,45.7,34.91,300,0,錠,13710,10473,3237,日医工,3399008F2110,4987376097819;
